Limit,Age,Fam_veh,Drive_dist,Sick12,Sick24,Range_hrs,Muzzleloader,Archery,Utilized,Past_max,COUNTY
0,54,1,38,3,5,0,0,0,0.44,0,Wilkes
0,41,1,26.5,0,0,0,0,0,0.55,0,Taliaferro
0,41,2,24.3,2,4,0,0,1,0.49,0,Jasper
0,45,2,31.7,3,7,0,0,0,0.45,1,Wilkes
0,43,1,30.4,3,6,0,0,0,0.46,0,Wilkes
0,41,1,23.6,0,0,0,0,0,0.48,0,Hancock
0,47,1,32.5,2,5,0,0,0,0.38,0,Wilkes
0,44,1,32.7,1,4,0,0,1,0.43,0,Lincoln
0,46,1,31.3,0,3,0,0,1,0.53,1,Hancock
0,44,1,30.1,0,3,0,0,0,0.49,1,Taliaferro
0,44,1,32.6,6,11,0,0,0,0.49,1,Taliaferro
0,37,1,18.6,2,3,0,0,0,0.43,0,Warren
0,44,1,28.2,2,5,0,0,0,0.44,0,Greene
0,45,1,29.5,0,2,0,0,0,0.47,0,Greene
0,53,1,38.6,3,4,0,0,0,0.55,0,Wilkes
0,46,1,35.4,0,0,0,0,0,0.52,0,Jasper
0,47,1,30.5,0,0,0,0,0,0.5,0,Greene
0,37,1,24.9,1,0,0,0,0,0.46,0,Taliaferro
0,37,1,21.2,0,0,0,0,0,0.52,0,Lincoln
0,51,1,35.3,4,7,0,0,0,0.34,0,Greene
0,38,1,24.6,3,7,0,0,0,0.4,0,Lincoln
0,45,1,31.2,2,5,0,0,1,0.37,1,Hancock
0,43,1,26.3,0,0,0,0,0,0.52,0,Hancock
0,43,1,25.1,0,2,0,0,0,0.53,0,Greene
0,41,1,22.5,0,0,0,0,0,0.4,0,Lincoln
0,42,1,28.3,0,0,0,0,0,0.56,0,Hancock
0,32,1,16.4,0,0,0,0,0,0.48,1,Jasper
0,47,1,30.3,4,4,0,0,0,0.48,0,Taliaferro
0,43,1,25.9,0,0,0,0,0,0.46,0,Lincoln
0,47,1,29.9,0,0,0,0,1,0.48,0,Taliaferro
0,50,1,34.8,0,1,0,0,1,0.48,0,Jasper
0,46,1,32.1,2,3,0,0,0,0.54,1,Greene
0,36,1,22.6,4,4,0,0,0,0.54,0,Jasper
0,54,1,40.5,1,5,0,0,0,0.45,0,Warren
0,35,1,22.4,5,8,0,0,0,0.53,0,Hancock
0,41,1,25.3,2,6,0,0,0,0.52,0,Lincoln
0,53,1,41.5,4,9,0,0,1,0.49,0,Jasper
0,48,1,31.7,1,1,0,0,0,0.53,0,Greene
0,44,1,29.1,3,4,0,0,0,0.49,0,Warren
0,35,1,19.2,0,0,0,0,0,0.45,0,Lincoln
0,51,1,37.2,0,1,0,0,0,0.34,0,Warren
0,44,2,30.4,3,5,0,0,0,0.42,0,Hancock
0,45,1,30.1,1,0,0,0,0,0.47,0,Taliaferro
0,43,2,29.9,0,0,0,0,1,0.42,0,Jasper
0,47,1,33.2,2,4,0,0,0,0.42,1,Hancock
0,43,2,27.5,0,1,0,0,0,0.52,0,Wilkes
0,41,2,29.2,1,4,0,0,0,0.39,0,Warren
0,47,1,32.7,2,5,0,0,0,0.49,0,Taliaferro
0,40,1,29.1,3,4,0,0,0,0.57,0,Greene
0,52,1,37,1,4,0,0,0,0.53,0,Warren
0,41,1,29,2,3,0,0,0,0.53,0,Wilkes
0,49,2,33.1,0,0,0,0,0,0.52,0,Jasper
0,41,1,30.5,1,0,0,0,0,0.49,0,Hancock
0,45,2,31.4,0,0,0,0,0,0.52,1,Jasper
0,44,2,27.7,3,5,0,0,1,0.44,0,Warren
0,41,1,24.6,2,3,0,0,0,0.42,0,Taliaferro
0,51,1,35.4,1,1,0,0,0,0.43,0,Lincoln
0,41,1,25.2,0,0,0,0,0,0.45,0,Warren
0,35,1,19.3,1,0,0,0,0,0.52,0,Wilkes
0,41,1,24.9,1,2,0,0,1,0.53,0,Hancock
0,49,1,33.2,0,2,0,0,0,0.44,0,Hancock
0,43,1,25.9,0,0,0,0,0,0.54,0,Lincoln
0,45,1,29.7,0,1,0,0,0,0.55,0,Wilkes
0,37,1,20.7,2,3,0,0,0,0.51,0,Hancock
0,50,1,34.2,3,5,0,0,0,0.47,0,Taliaferro
0,43,1,31.8,6,12,0,0,1,0.48,0,Greene
0,37,1,19.6,1,2,0,0,0,0.52,0,Warren
0,46,2,30.5,2,6,0,0,0,0.57,0,Warren
0,41,1,23,0,2,0,0,0,0.52,0,Wilkes
0,42,1,27.3,0,0,0,0,0,0.48,0,Hancock
0,41,1,25.1,0,1,0,0,0,0.56,0,Greene
0,51,1,34.9,0,2,0,0,0,0.47,0,Hancock
0,44,1,27.1,1,0,0,0,0,0.56,0,Lincoln
0,46,1,35.5,4,3,0,0,0,0.5,1,Jasper
0,38,1,26.4,1,2,0,0,1,0.42,0,Wilkes
0,49,1,33.2,5,8,0,0,0,0.47,0,Lincoln
0,41,1,25.7,1,3,0,0,0,0.57,0,Taliaferro
0,49,1,36.9,1,4,0,0,0,0.52,0,Hancock
0,49,2,36.1,0,0,0,0,1,0.45,0,Greene
0,40,1,23.4,5,7,0,0,0,0.54,0,Hancock
0,42,1,25.6,4,8,0,0,1,0.5,0,Warren
0,43,1,33.8,2,2,0,0,0,0.45,0,Taliaferro
0,45,1,28.6,0,0,0,0,0,0.51,0,Warren
0,45,1,28.4,4,9,0,0,0,0.55,1,Jasper
0,35,1,15.7,0,0,0,0,1,0.55,1,Greene
0,48,1,31.8,0,2,0,0,0,0.48,0,Lincoln
0,50,1,33,0,1,0,0,1,0.54,0,Wilkes
0,42,1,26.8,3,5,0,0,1,0.58,0,Greene
0,42,1,27.7,3,6,0,0,0,0.46,0,Taliaferro
0,45,2,28.2,3,6,0,0,0,0.42,0,Jasper
0,43,1,27.2,1,2,0,0,0,0.48,0,Wilkes
0,47,1,30.6,4,8,0,0,0,0.51,0,Jasper
0,44,1,29.5,0,1,0,0,0,0.52,0,Lincoln
0,41,1,25.6,1,3,0,0,0,0.45,0,Jasper
0,41,1,25.6,0,0,0,0,0,0.5,0,Lincoln
0,54,1,40.7,0,0,0,0,0,0.44,1,Greene
0,45,1,31.6,6,10,0,0,0,0.46,1,Wilkes
0,42,2,31.1,3,5,0,0,1,0.37,0,Jasper
0,44,1,27,4,5,0,0,0,0.63,0,Warren
0,39,1,26.6,1,1,0,0,0,0.46,0,Taliaferro
0,46,1,36.5,0,2,0,0,0,0.42,0,Hancock
0,44,1,30.3,0,0,0,0,0,0.51,0,Warren
0,48,1,32.2,0,1,0,0,0,0.45,1,Taliaferro
0,47,1,36.2,0,1,0,0,0,0.41,0,Hancock
0,47,1,30.7,6,13,0,0,0,0.55,0,Jasper
0,44,1,26.3,5,11,0,0,1,0.5,1,Hancock
0,48,1,31,3,6,0,0,0,0.45,0,Lincoln
0,45,2,29.2,3,6,0,0,0,0.43,0,Greene
0,41,1,23.1,0,3,0,0,0,0.46,1,Taliaferro
0,35,1,18.8,0,2,0,0,1,0.48,0,Jasper
0,40,1,27.5,3,5,0,0,1,0.46,1,Hancock
0,54,1,42.8,0,0,0,0,1,0.42,0,Warren
0,39,1,21.1,1,3,0,0,0,0.5,0,Hancock
0,50,1,36.8,3,5,0,0,0,0.49,1,Hancock
0,39,1,21.4,0,1,0,0,0,0.5,1,Wilkes
0,41,1,26.6,2,1,0,0,1,0.37,1,Jasper
0,42,1,27.3,1,0,0,0,0,0.37,0,Wilkes
0,45,2,28.5,3,6,0,0,1,0.44,1,Hancock
0,43,1,27.2,3,5,0,0,1,0.58,0,Jasper
0,46,2,32,1,2,0,0,1,0.53,0,Wilkes
0,51,1,38.9,3,5,0,0,0,0.46,0,Greene
0,47,1,31.7,0,1,0,0,0,0.49,0,Hancock
0,45,1,29,5,6,0,0,0,0.52,0,Hancock
0,48,1,32.2,2,4,0,0,0,0.49,1,Greene
0,51,1,38.1,2,3,0,0,0,0.47,0,Jasper
0,42,1,28.8,0,0,0,0,0,0.46,0,Warren
0,45,1,35,1,3,0,0,0,0.37,0,Hancock
0,42,2,24.2,2,2,0,0,1,0.4,0,Warren
0,46,1,28.9,0,2,0,0,0,0.53,1,Taliaferro
0,52,1,38,3,2,0,0,0,0.46,0,Wilkes
0,39,2,24.1,0,0,0,0,0,0.52,0,Lincoln
0,48,1,34,3,3,0,0,0,0.33,0,Taliaferro
0,44,1,26.4,0,0,26,1,0,0.49,0,Warren
0,45,1,27.2,0,0,0,0,0,0.45,0,Greene
0,47,1,31.9,1,0,0,0,1,0.52,1,Greene
0,42,1,24,6,9,0,0,0,0.42,0,Wilkes
0,41,2,24.2,1,1,0,0,0,0.47,1,Wilkes
0,42,2,24.9,0,0,0,0,0,0.38,0,Greene
0,49,1,35.8,3,7,0,0,1,0.46,0,Hancock
0,47,1,30.4,0,0,0,0,0,0.49,0,Wilkes
0,45,1,29.4,1,2,0,0,0,0.47,0,Wilkes
0,42,1,29.5,2,5,0,0,0,0.5,0,Jasper
0,38,1,24.3,2,5,0,0,0,0.52,0,Hancock
0,44,1,30.6,0,1,0,0,0,0.33,0,Jasper
0,47,1,33.7,2,5,0,0,0,0.51,1,Hancock
0,50,1,36.8,2,8,0,0,0,0.55,0,Lincoln
0,38,1,22,0,1,0,0,0,0.49,0,Taliaferro
0,49,1,36.4,4,8,0,0,0,0.48,0,Warren
0,42,1,33,3,6,0,0,0,0.51,1,Lincoln
0,40,1,23.5,0,0,0,0,0,0.44,0,Wilkes
0,49,1,35.8,2,6,0,0,0,0.4,0,Jasper
0,47,1,32.1,0,0,0,0,0,0.4,0,Jasper
0,50,1,38.8,4,9,0,0,0,0.5,1,Jasper
0,37,2,23.6,3,8,0,0,0,0.34,0,Greene
0,45,1,29.4,0,0,0,0,0,0.48,0,Greene
0,46,1,32.1,0,0,0,0,1,0.45,0,Lincoln
0,41,1,23.1,2,4,0,0,0,0.47,1,Wilkes
0,44,2,30.9,1,2,0,0,1,0.54,0,Greene
0,53,1,38.1,0,0,0,0,1,0.54,0,Taliaferro
0,56,1,41.5,0,0,0,0,0,0.51,1,Hancock
0,37,2,18.6,3,6,0,0,0,0.39,0,Greene
0,36,1,17.7,0,1,0,0,0,0.45,1,Greene
0,42,1,26.5,2,5,0,0,0,0.51,0,Lincoln
0,37,1,18.9,0,0,0,0,0,0.42,0,Lincoln
0,39,1,22.6,4,9,0,0,1,0.55,0,Warren
0,46,1,31.6,0,4,0,0,0,0.5,0,Lincoln
0,49,1,33.2,1,2,0,0,0,0.6,0,Jasper
0,45,1,29.2,0,0,19,1,0,0.61,1,Taliaferro
0,41,2,25.7,2,4,0,0,0,0.47,0,Lincoln
0,39,1,20.6,0,0,0,0,0,0.56,0,Taliaferro
0,40,1,28,0,0,0,0,0,0.54,0,Lincoln
0,41,1,26.8,0,2,0,0,1,0.42,0,Warren
0,51,1,41.2,1,0,0,0,1,0.48,1,Hancock
0,41,1,26.6,1,0,0,0,0,0.53,0,Hancock
0,39,1,21.7,0,2,0,0,0,0.49,0,Greene
0,47,1,35.1,4,7,0,0,0,0.51,1,Warren
0,45,1,29.9,0,0,0,0,0,0.43,0,Jasper
0,42,1,27.1,2,4,0,0,0,0.47,1,Lincoln
0,52,2,39.1,2,3,0,0,0,0.44,0,Taliaferro
0,43,2,26.5,2,4,0,0,0,0.45,0,Lincoln
0,38,1,23.5,6,11,0,0,0,0.47,1,Lincoln
0,47,1,32.5,2,3,0,0,0,0.48,1,Taliaferro
0,44,1,31.3,1,2,0,0,0,0.58,1,Warren
0,46,1,31.6,0,4,0,0,0,0.42,0,Hancock
0,40,1,26.3,3,10,0,0,0,0.43,1,Hancock
0,49,2,32.2,0,0,0,0,0,0.57,0,Warren
0,46,1,34.4,2,3,0,0,0,0.41,0,Jasper
0,51,1,42,1,1,0,0,0,0.47,0,Wilkes
0,49,1,41.3,2,2,0,0,0,0.4,1,Wilkes
0,42,1,32.8,0,0,0,0,0,0.54,1,Greene
0,36,2,24.2,0,1,0,0,0,0.49,0,Greene
0,48,1,33.8,0,0,0,0,0,0.4,0,Lincoln
0,42,1,35.1,1,2,20,1,0,0.44,1,Taliaferro
0,41,1,24.5,1,0,0,0,0,0.49,0,Warren
0,44,1,27.5,2,4,0,0,0,0.58,0,Warren
0,44,2,30.8,3,7,0,0,1,0.5,0,Warren
0,39,1,23.2,1,1,0,0,0,0.55,0,Lincoln
0,45,1,27.6,0,5,0,0,0,0.48,1,Jasper
0,43,1,27.9,1,4,0,0,0,0.41,0,Taliaferro
0,39,1,20.7,2,3,0,0,1,0.5,0,Lincoln
0,45,1,32.4,0,0,25,1,0,0.55,0,Jasper
0,38,1,23.6,4,6,0,0,0,0.42,0,Wilkes
0,43,1,28.5,0,0,0,0,0,0.48,0,Lincoln
0,47,1,31.8,5,10,0,0,0,0.46,0,Warren
0,36,2,20.6,2,2,0,0,1,0.5,0,Taliaferro
0,48,1,33.6,0,0,0,0,0,0.45,1,Jasper
0,48,1,32.5,1,2,0,0,0,0.5,0,Lincoln
0,43,1,29.4,1,2,0,0,0,0.43,0,Warren
0,45,1,32.5,0,0,0,0,0,0.5,0,Lincoln
0,45,1,30,5,5,0,0,0,0.3,0,Warren
0,37,2,19.7,7,14,0,0,1,0.48,0,Taliaferro
0,46,1,31.2,0,0,0,0,0,0.47,0,Hancock
0,48,2,32.1,5,9,0,0,0,0.52,0,Greene
0,43,1,25.5,2,1,0,0,0,0.47,0,Jasper
0,34,1,21.1,2,1,0,0,0,0.46,0,Warren
0,43,1,29.6,0,5,0,0,0,0.43,1,Warren
0,39,1,20.8,3,5,0,0,1,0.49,0,Lincoln
0,46,1,32.4,1,3,0,0,0,0.46,0,Hancock
0,49,1,32.2,0,1,0,0,0,0.45,1,Warren
0,50,2,36.5,2,2,0,0,0,0.48,1,Wilkes
0,49,1,40.3,0,0,0,0,0,0.54,0,Wilkes
0,51,1,36.4,0,0,0,0,1,0.55,1,Lincoln
0,38,1,25.3,0,0,0,0,0,0.45,0,Lincoln
0,54,1,38.8,3,5,0,0,0,0.52,0,Wilkes
0,47,1,35.6,1,3,0,0,0,0.47,0,Warren
0,51,1,37.3,0,0,0,0,0,0.45,0,Wilkes
0,47,2,33.9,0,2,0,0,0,0.48,1,Greene
0,38,1,21.5,1,2,0,0,0,0.55,1,Lincoln
0,43,1,25.9,0,0,0,0,0,0.55,0,Wilkes
0,48,1,35,0,3,0,0,0,0.52,1,Warren
0,46,1,31,2,2,14,1,0,0.39,1,Jasper
0,42,1,29.1,0,0,0,0,0,0.4,1,Greene
0,47,1,31.8,4,5,0,0,0,0.42,0,Jasper
0,45,1,31.4,0,5,0,0,0,0.55,0,Wilkes
0,48,1,32.8,6,9,0,0,1,0.4,1,Taliaferro
0,45,1,31.9,3,5,0,0,0,0.49,0,Hancock
0,49,2,32.5,5,9,0,0,0,0.46,0,Taliaferro
0,42,1,24.3,0,0,0,0,0,0.37,1,Taliaferro
0,41,1,22.5,3,4,0,0,0,0.49,0,Taliaferro
0,53,1,39.9,0,0,0,0,0,0.52,0,Warren
0,36,1,17,2,3,0,0,0,0.54,0,Warren
0,36,1,20.5,2,1,0,0,0,0.5,1,Wilkes
0,44,1,27,1,1,0,0,0,0.52,0,Greene
0,56,1,41.7,3,6,0,0,1,0.55,0,Taliaferro
0,39,1,24.3,0,0,0,0,0,0.51,0,Jasper
0,37,1,22.6,2,4,0,0,0,0.42,0,Hancock
0,46,1,29.3,3,7,0,0,0,0.46,0,Jasper
0,41,1,26.2,0,4,0,0,0,0.49,1,Wilkes
0,45,1,30.3,0,3,0,0,0,0.56,0,Warren
0,45,2,28.3,1,3,0,0,0,0.54,0,Wilkes
0,41,2,24,0,1,0,0,1,0.56,0,Wilkes
0,43,1,32.8,0,0,0,0,0,0.47,0,Warren
0,58,1,46.7,2,3,0,0,0,0.51,0,Greene
0,42,1,27.9,0,0,0,0,0,0.58,0,Wilkes
0,50,1,33.9,0,2,0,0,0,0.48,1,Wilkes
0,39,1,25.7,4,7,0,0,0,0.53,0,Lincoln
0,33,1,17.2,4,5,0,0,0,0.45,0,Jasper
0,43,2,28.2,0,0,0,0,1,0.44,0,Wilkes
0,46,1,30.4,4,8,0,0,0,0.5,0,Wilkes
0,51,2,41,0,0,0,0,0,0.49,0,Lincoln
0,44,1,28.7,0,1,0,0,0,0.5,0,Greene
0,38,1,24.2,3,2,0,0,0,0.51,0,Lincoln
0,43,1,29,0,0,0,0,0,0.43,1,Warren
0,45,1,27.8,2,5,0,0,0,0.57,0,Wilkes
0,35,1,15.9,2,2,0,0,0,0.41,0,Wilkes
0,48,2,35.5,0,0,0,0,1,0.54,1,Greene
0,51,2,37.5,0,1,0,0,0,0.53,0,Lincoln
0,45,1,30.6,5,6,0,0,0,0.54,0,Lincoln
0,41,1,23.5,3,3,0,0,0,0.47,0,Wilkes
0,58,1,47.8,1,0,0,0,0,0.52,0,Wilkes
0,45,1,31.3,0,3,0,0,0,0.54,0,Jasper
0,40,1,22.3,2,3,0,0,0,0.49,0,Lincoln
0,45,2,32,0,0,0,0,0,0.37,0,Jasper
0,44,1,27.9,4,6,0,0,0,0.41,0,Taliaferro
0,51,1,35.8,5,10,0,0,0,0.55,0,Greene
0,32,1,19.3,5,6,0,0,0,0.51,0,Jasper
0,45,2,30.4,2,2,0,0,0,0.35,0,Lincoln
0,45,1,30.2,4,7,0,0,0,0.44,0,Hancock
0,41,1,29.7,0,2,0,0,0,0.41,0,Warren
0,51,1,35.8,3,6,0,0,0,0.48,0,Hancock
0,44,1,34.5,0,0,0,0,0,0.42,0,Hancock
0,46,2,29.8,2,3,0,0,1,0.47,0,Hancock
0,53,1,37.4,5,9,0,0,0,0.58,0,Taliaferro
0,38,1,24.7,0,1,0,0,0,0.51,0,Warren
0,47,1,30.9,4,6,0,0,0,0.53,1,Warren
0,51,1,37.5,0,0,0,0,0,0.48,1,Warren
0,38,1,22.8,3,6,0,0,0,0.54,0,Jasper
0,42,1,24.8,4,6,0,0,1,0.43,0,Hancock
0,33,1,14.4,0,0,0,0,0,0.41,0,Hancock
0,45,1,30.6,1,0,0,0,0,0.41,0,Wilkes
0,50,1,33.9,3,4,0,0,0,0.49,1,Warren
0,40,1,24.5,2,2,0,0,0,0.46,0,Greene
0,54,1,40.5,1,2,0,0,0,0.56,0,Taliaferro
0,42,1,24.8,3,7,0,0,1,0.45,0,Jasper
0,40,2,23.4,0,0,0,0,1,0.49,0,Jasper
0,52,1,37.1,0,4,0,0,0,0.51,1,Lincoln
0,40,1,28.8,1,3,0,0,0,0.48,0,Greene
0,48,1,34.4,4,8,0,0,0,0.55,0,Warren
0,39,1,22.9,9,15,0,0,0,0.48,0,Jasper
0,43,1,25.8,4,10,0,0,0,0.47,0,Jasper
0,39,2,20.2,2,3,0,0,0,0.5,1,Wilkes
0,43,1,28.4,2,4,0,0,0,0.41,0,Jasper
0,42,1,35.3,0,0,0,0,0,0.49,0,Taliaferro
0,58,1,46.8,1,4,0,0,0,0.46,0,Wilkes
0,46,1,33.2,0,1,0,0,0,0.46,1,Warren
0,43,1,27,0,0,0,0,1,0.43,0,Jasper
0,57,2,41.8,2,5,0,0,0,0.43,0,Warren
0,43,1,28.2,5,8,0,0,1,0.57,0,Lincoln
0,39,2,23.6,1,2,0,0,0,0.45,0,Greene
0,41,1,23.6,1,4,0,0,0,0.44,0,Wilkes
0,53,1,41.3,1,2,0,0,0,0.42,0,Hancock
0,48,1,31,3,4,0,0,0,0.48,0,Lincoln
0,41,1,27.3,1,2,0,0,0,0.54,0,Jasper
0,41,1,23.8,5,8,0,0,0,0.42,1,Hancock
0,48,1,31,0,1,0,0,0,0.4,1,Greene
0,38,1,24,0,0,0,0,0,0.39,0,Hancock
0,42,1,27.3,0,0,0,0,1,0.5,0,Greene
0,36,1,21.4,7,13,0,0,1,0.46,0,Taliaferro
0,49,1,32.8,0,0,0,0,0,0.52,0,Jasper
0,41,1,27.6,1,1,0,0,0,0.4,0,Jasper
0,47,1,36.4,0,2,0,0,0,0.5,0,Taliaferro
0,48,1,34.8,2,4,0,0,0,0.53,0,Warren
0,46,2,31.1,0,0,0,0,0,0.46,0,Lincoln
0,43,1,29.8,2,2,0,0,0,0.49,1,Greene
0,43,1,30.5,3,4,0,0,0,0.5,0,Taliaferro
0,49,1,34.5,0,3,0,0,0,0.51,0,Hancock
0,46,1,31.9,0,3,0,0,0,0.37,1,Lincoln
0,33,1,14.3,2,5,0,0,0,0.4,0,Warren
0,44,1,29.5,1,0,0,0,0,0.49,0,Hancock
0,50,2,35.7,0,0,0,0,0,0.45,0,Wilkes
0,43,1,27.5,0,1,0,0,1,0.44,0,Warren
0,44,1,30.2,5,10,0,0,0,0.5,0,Wilkes
0,40,1,23.4,0,1,0,0,0,0.46,0,Hancock
0,45,1,29.1,1,0,0,0,0,0.49,0,Lincoln
0,45,1,33.2,2,3,0,0,0,0.44,0,Wilkes
0,41,2,25.8,8,14,0,0,1,0.47,0,Hancock
0,38,1,21.7,2,3,0,0,0,0.47,0,Hancock
0,44,1,27.5,2,5,0,0,0,0.47,0,Hancock
0,43,2,28.6,0,0,0,0,0,0.38,1,Jasper
0,43,2,31.5,4,6,0,0,0,0.43,1,Taliaferro
0,50,1,33.7,0,0,0,0,0,0.5,1,Warren
0,49,2,34.2,0,0,0,0,0,0.46,0,Lincoln
0,49,1,32,4,5,0,0,0,0.54,0,Lincoln
0,37,2,20.3,0,0,0,0,0,0.48,0,Taliaferro
0,40,1,24.6,2,2,0,0,0,0.46,0,Greene
0,50,1,39.2,0,2,0,0,0,0.49,1,Warren
0,44,1,30.3,1,4,0,0,0,0.45,1,Greene
0,42,1,25.2,0,0,0,0,0,0.41,0,Greene
0,46,1,29.6,0,1,0,0,0,0.49,0,Wilkes
0,48,1,32.7,1,3,0,0,0,0.48,0,Jasper
0,45,2,28.2,0,2,0,0,0,0.49,0,Lincoln
0,42,1,28.2,0,1,0,0,0,0.44,0,Hancock
0,34,1,17.1,4,8,0,0,0,0.55,0,Lincoln
0,49,1,33.6,4,6,0,0,0,0.44,0,Greene
0,48,1,35.8,0,1,0,0,0,0.54,0,Hancock
0,47,1,37.9,6,9,0,0,1,0.46,0,Hancock
0,45,1,28.3,2,3,0,0,0,0.42,0,Hancock
0,38,2,19.4,1,2,0,0,0,0.5,1,Wilkes
0,55,1,43.5,0,1,0,0,0,0.49,0,Taliaferro
0,35,1,18.2,0,0,0,0,1,0.45,0,Warren
0,38,2,20.7,0,3,0,0,1,0.52,1,Warren
0,36,1,20.2,0,1,0,0,0,0.52,0,Wilkes
0,45,1,30.8,1,1,0,0,1,0.45,1,Lincoln
0,39,2,24.9,0,0,0,0,0,0.47,0,Jasper
0,45,2,29.6,0,3,0,0,0,0.39,0,Lincoln
0,48,1,31.7,0,0,0,0,0,0.46,1,Taliaferro
0,48,1,31,2,6,0,0,0,0.52,0,Taliaferro
0,43,1,30.9,2,2,0,0,0,0.39,0,Taliaferro
0,40,1,24,3,6,0,0,0,0.49,0,Warren
0,43,1,25.8,0,0,0,0,0,0.42,0,Greene
0,44,1,27.2,1,3,0,0,0,0.46,0,Taliaferro
0,49,1,33,0,0,0,0,0,0.38,1,Lincoln
0,50,1,36.1,1,4,0,0,0,0.48,1,Jasper
0,46,1,31.1,2,5,0,0,0,0.55,0,Greene
0,45,1,32.7,1,2,0,0,0,0.46,0,Hancock
0,39,1,20.1,2,4,0,0,0,0.41,0,Taliaferro
0,37,1,20.8,0,3,0,0,0,0.51,0,Warren
0,43,1,26.7,0,0,0,0,0,0.43,0,Wilkes
0,41,1,23.3,2,1,0,0,0,0.57,0,Wilkes
0,38,1,19.6,0,0,0,0,0,0.48,0,Hancock
0,49,1,33,3,7,0,0,0,0.33,0,Taliaferro
0,35,1,15.6,2,5,0,0,0,0.48,0,Hancock
0,36,1,18.1,4,6,0,0,0,0.42,1,Hancock
0,42,1,28.3,4,4,0,0,0,0.41,1,Warren
0,42,1,27.6,0,1,0,0,0,0.47,0,Wilkes
0,37,1,21.2,3,5,0,0,0,0.49,1,Jasper
0,50,1,37.6,0,1,0,0,0,0.39,1,Jasper
0,34,1,18.3,0,1,0,0,0,0.48,0,Wilkes
0,45,2,28.4,1,2,0,0,1,0.43,0,Jasper
0,41,2,28.7,2,5,0,0,0,0.47,0,Jasper
0,50,1,33.8,1,4,0,0,0,0.41,0,Taliaferro
0,42,1,26,2,2,0,0,0,0.43,1,Lincoln
0,41,1,27.7,4,7,0,0,0,0.43,0,Wilkes
0,44,1,28,5,9,0,0,0,0.45,1,Taliaferro
0,41,1,28.3,2,3,0,0,0,0.43,0,Warren
0,46,1,29.9,1,2,0,0,1,0.49,0,Lincoln
0,43,1,32.6,7,11,0,0,0,0.48,0,Lincoln
0,48,1,34.3,0,0,0,0,0,0.39,1,Greene
0,44,1,29.7,4,3,0,0,0,0.46,0,Jasper
0,50,1,36.7,0,0,0,0,0,0.42,0,Lincoln
0,37,1,18.5,0,0,0,0,0,0.5,1,Warren
0,42,2,25.6,2,0,0,0,0,0.46,0,Hancock
0,40,1,22,2,2,0,0,1,0.41,0,Greene
0,39,1,20.8,1,0,0,0,0,0.46,0,Jasper
0,54,2,38.7,3,2,0,0,1,0.46,1,Wilkes
0,44,1,27.1,4,8,0,0,0,0.47,0,Greene
0,35,1,19.4,0,0,0,0,0,0.41,0,Jasper
0,37,1,25.5,2,3,0,0,0,0.44,0,Wilkes
0,61,2,46.4,2,4,0,0,0,0.49,0,Hancock
0,43,1,29.5,1,0,0,0,0,0.5,1,Taliaferro
0,47,1,30.4,2,6,0,0,0,0.33,1,Warren
0,48,1,41,1,2,0,0,0,0.55,1,Hancock
0,43,1,27.2,4,9,0,0,0,0.54,0,Lincoln
0,39,1,23.3,2,1,0,0,1,0.32,0,Wilkes
0,54,1,39.5,3,4,0,0,0,0.46,0,Lincoln
0,43,1,30.1,0,2,0,0,0,0.43,1,Greene
0,51,1,38.3,5,6,0,0,0,0.59,0,Taliaferro
0,51,1,36.6,0,0,0,0,0,0.46,0,Jasper
0,44,1,29.2,4,4,0,0,0,0.5,1,Greene
0,44,1,28.2,0,0,0,0,0,0.42,1,Wilkes
0,43,1,28.5,0,3,0,0,0,0.36,1,Jasper
0,41,1,25.4,0,1,0,0,0,0.48,1,Wilkes
0,32,2,13.7,0,0,0,0,0,0.49,0,Warren
0,37,1,20,0,2,0,0,1,0.38,1,Greene
0,44,1,28.5,4,11,0,0,0,0.53,0,Hancock
0,42,1,27.9,1,3,0,0,0,0.42,0,Hancock
0,45,1,30.7,0,0,0,0,0,0.41,0,Jasper
0,42,2,25.7,0,0,0,0,0,0.47,1,Warren
0,48,1,37.9,0,0,0,0,1,0.41,0,Taliaferro
0,53,2,43.7,5,9,0,0,0,0.55,1,Lincoln
0,49,1,34.1,5,8,0,0,0,0.51,0,Greene
0,38,1,22.4,0,0,0,0,0,0.49,1,Wilkes
0,42,1,28.1,2,3,0,0,0,0.49,1,Wilkes
0,43,1,28.7,0,0,0,0,0,0.5,1,Hancock
0,43,1,28.3,1,3,0,0,1,0.4,0,Taliaferro
0,45,1,28.5,0,0,0,0,0,0.52,1,Warren
0,41,1,27.8,5,7,0,0,1,0.44,0,Hancock
0,52,1,40,2,0,0,0,0,0.46,1,Greene
0,52,1,38.9,0,3,0,0,0,0.5,0,Jasper
0,46,1,32.2,3,4,0,0,0,0.47,1,Taliaferro
0,47,1,33.9,0,0,0,0,0,0.54,0,Greene
0,47,1,31.7,0,1,0,0,0,0.45,0,Lincoln
0,41,1,28.8,2,3,0,0,0,0.43,1,Taliaferro
0,47,1,30.3,2,1,0,0,0,0.5,1,Hancock
0,41,1,30.8,2,3,0,0,0,0.43,0,Jasper
0,51,1,36.3,0,2,0,0,0,0.43,1,Greene
0,51,1,35.7,2,2,0,0,0,0.48,1,Greene
0,43,2,29,3,7,0,0,0,0.51,0,Taliaferro
